Company,TypeName,Inches,ScreenResolution,Cpu,Ram,Memory,Gpu,OpSys,Weight,Price
ASUS,NOTEBOOK,15.6,1366x768,1.1,4.0,1024.0,Intel HD Graphics 500,WINDOWS 10,2.0,18061.92
ASUS,GAMING,17.3,1920x1080,2.6,16.0,1152.0,Nvidia GeForce GTX 970M,WINDOWS 10,4.0,101232.0
DELL,NOTEBOOK,15.6,1366x768,2.0,4.0,500.0,Intel HD Graphics 520,WINDOWS 10,2.29,26107.2
LENOVO,NOTEBOOK,15.6,1920x1080,2.5,8.0,1024.0,AMD Radeon R5 M330,WINDOWS 7,2.32,47685.6
MSI,GAMING,15.6,1920x1080,2.6,8.0,1152.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.4,65481.12
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.3,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.8,44382.77
ASUS,ULTRABOOK,13.3,1920x1080,0.9,8.0,512.0,Intel HD Graphics 515,WINDOWS 10,1.2,38841.12
DELL,NOTEBOOK,15.6,1366x768,2.4,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.3,24455.52
ACER,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 400,LINUX,2.4,15397.92
DELL,NOTEBOOK,15.6,1366x768,1.6,2.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,20193.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.6,8.0,1024.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.6,47898.72
HP,NOTEBOOK,15.6,1920x1080,2.9,6.0,1024.0,AMD Radeon R7 M440,WINDOWS 10,2.04,29303.47
DELL,NOTEBOOK,15.6,1366x768,2.7,8.0,1024.0,AMD Radeon R5 M430,LINUX,2.3,42943.15
HP,NETBOOK,11.6,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.17,11135.52
ASUS,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Nvidia GeForce 920M,WINDOWS 10,2.2,38378.65
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.5,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.8,33992.64
LENOVO,2 IN 1 CONVERTIBLE,13.3,3200x1800,2.5,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.3,79866.72
LENOVO,NOTEBOOK,14.0,1366x768,1.6,2.0,64.0,Intel HD Graphics,WINDOWS 10,1.5,12201.12
HP,NOTEBOOK,15.6,1366x768,2.5,6.0,1024.0,AMD Radeon R5 M330,WINDOWS 10,2.19,40705.92
ASUS,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,19660.32
ASUS,ULTRABOOK,13.3,1920x1080,0.9,8.0,512.0,Intel HD Graphics 515,WINDOWS 10,1.2,38841.12
DELL,NOTEBOOK,15.6,1366x768,2.4,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.3,24455.52
ACER,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 400,LINUX,2.4,15397.92
DELL,NOTEBOOK,15.6,1366x768,1.6,2.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,20193.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.6,8.0,1024.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.6,47898.72
HP,NOTEBOOK,15.6,1920x1080,2.9,6.0,1024.0,AMD Radeon R7 M440,WINDOWS 10,2.04,29303.47
DELL,NOTEBOOK,15.6,1366x768,2.7,8.0,1024.0,AMD Radeon R5 M430,LINUX,2.3,42943.15
HP,NETBOOK,11.6,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.17,11135.52
ASUS,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Nvidia GeForce 920M,WINDOWS 10,2.2,38378.65
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.5,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.8,33992.64
LENOVO,2 IN 1 CONVERTIBLE,13.3,3200x1800,2.5,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.3,79866.72
LENOVO,NOTEBOOK,14.0,1366x768,1.6,2.0,64.0,Intel HD Graphics,WINDOWS 10,1.5,12201.12
HP,NOTEBOOK,15.6,1366x768,2.5,6.0,1024.0,AMD Radeon R5 M330,WINDOWS 10,2.19,40705.92
ASUS,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,19660.32
ASUS,ULTRABOOK,13.3,1920x1080,0.9,8.0,512.0,Intel HD Graphics 515,WINDOWS 10,1.2,38841.12
DELL,NOTEBOOK,15.6,1366x768,2.4,6.0,1024.0,Intel HD Graphics 620,WINDOWS 10,2.3,24455.52
ACER,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics 400,LINUX,2.4,15397.92
DELL,NOTEBOOK,15.6,1366x768,1.6,2.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,20193.12
LENOVO,NOTEBOOK,15.6,1920x1080,2.6,8.0,1024.0,Nvidia GeForce GTX 960M,WINDOWS 10,2.6,47898.72
HP,NOTEBOOK,15.6,1920x1080,2.9,6.0,1024.0,AMD Radeon R7 M440,WINDOWS 10,2.04,29303.47
DELL,NOTEBOOK,15.6,1366x768,2.7,8.0,1024.0,AMD Radeon R5 M430,LINUX,2.3,42943.15
HP,NETBOOK,11.6,1366x768,1.6,2.0,32.0,Intel HD Graphics 400,WINDOWS 10,1.17,11135.52
ASUS,NOTEBOOK,15.6,1366x768,2.5,4.0,500.0,Nvidia GeForce 920M,WINDOWS 10,2.2,38378.65
LENOVO,2 IN 1 CONVERTIBLE,14.0,1920x1080,2.5,4.0,128.0,Intel HD Graphics 520,WINDOWS 10,1.8,33992.64
LENOVO,2 IN 1 CONVERTIBLE,13.3,3200x1800,2.5,16.0,512.0,Intel HD Graphics 520,WINDOWS 10,1.3,79866.72
LENOVO,NOTEBOOK,14.0,1366x768,1.6,2.0,64.0,Intel HD Graphics,WINDOWS 10,1.5,12201.12
HP,NOTEBOOK,15.6,1366x768,2.5,6.0,1024.0,AMD Radeon R5 M330,WINDOWS 10,2.19,40705.92
ASUS,NOTEBOOK,15.6,1366x768,1.6,4.0,500.0,Intel HD Graphics,WINDOWS 10,2.2,19660.32
